Customer_ID,Customer_Name,Age,Sales,Order_Date,Region,Rating
CUST1302,Sneha,55.0,612.09,2025-02-28,East,4.5
CUST1303,Priya,38.0,591.56,2025-07-08,West,1.3
CUST1304,Rahul,58.0,496.86,2024-06-24,East,
CUST1305,Amit,50.0,517.6,2023-12-22,East,2.8
CUST1306,Rahul,21.0,691.65,2022-03-19,East,1.3
CUST1307,Vikram,57.0,411.26,2022-07-04,West,2.9
CUST1308,Amit,65.0,582.06,2025-02-09,West,4.6
CUST1309,Priya,59.0,469.67,2025-03-16,East,3.4
CUST1310,Amit,27.0,467.35,2024-10-23,West,1.4
CUST1311,Amit,63.0,error,2023-12-05,South,1.2
CUST1312,Vikram,46.0,623.81,2024-06-15,South,2.5
CUST1313,Sneha,42.0,622.03,2023-08-03,East,3.7
CUST1314,Neha,58.0,695.82,2022-04-18,East,1.3
CUST1315,Neha,53.0,503.15,2022-07-13,West,2.1
CUST1316,Priya,56.0,602.29,2025-09-06,East,1.3
CUST1317,Rahul,27.0,453.46,2025-09-21,East,4.9
CUST1318,Priya,43.0,548.62,2025-09-18,North,
CUST1319,Rahul,59.0,480.48,2024-02-11,South,3.7
CUST1320,Neha,23.0,514.55,2024-12-14,West,3.0
CUST1321,Rahul,41.0,589.27,2022-02-07,South,4.8
CUST1322,Priya,49.0,377.27,2023-12-01,South,5.0
CUST1323,Rahul,22.0,813.86,2022-11-14,North,3.0
CUST1324,Vikram,65.0,,2025-01-10,North,3.6
CUST1325,Vikram,unknown,317.87,2025-06-19,West,1.6
CUST1326,Vikram,62.0,673.72,2023-01-06,South,3.9
CUST1327,Rahul,unknown,618.75,2022-03-31,South,4.9
CUST1328,Neha,36.0,593.62,2025-06-04,West,1.9
CUST1329,Sneha,37.0,594.25,2023-05-05,South,2.5
CUST1330,Sneha,46.0,498.16,2025-03-14,East,4.1
CUST1331,Sneha,51.0,365.41,2024-10-26,South,4.3
CUST1332,Rahul,26.0,511.37,2025-05-23,North,3.6
CUST1333,Amit,53.0,12600,2024-01-31,North,2.1
CUST1334,Sneha,35.0,error,2022-11-25,South,4.3
CUST1335,Sneha,32.0,477.94,2022-07-07,East,4.7
CUST1336,Sneha,21.0,,2024-04-29,East,1.9
CUST1337,Priya,41.0,451.79,2022-06-17,North,2.3
CUST1338,Neha,63.0,561.94,2022-07-22,East,4.2
CUST1339,Rahul,,415.44,2022-10-09,West,3.8
CUST1340,Sneha,63.0,376.67,2022-10-12,West,3.5
CUST1341,Rahul,19.0,,2022-06-12,South,4.3
CUST1342,Vikram,64.0,536.74,2025-01-28,West,1.4
CUST1343,Rahul,33.0,423.96,2023-08-14,North,1.2
CUST1344,Vikram,58.0,429.34,2024-05-09,West,1.3
CUST1345,Vikram,56.0,534.81,2024-10-20,North,3.5
CUST1346,Neha,33.0,282.79,2025-03-23,South,2.2
CUST1347,Rahul,57.0,288.88,2022-01-04,South,3.3
CUST1348,Neha,60.0,392.23,2023-01-19,North,3.1
CUST1349,Vikram,22.0,467.98,2024-01-09,North,2.6
CUST1350,Neha,20.0,546.64,2024-08-20,West,
CUST1351,Amit,65.0,721.3,2023-06-04,East,4.2
CUST1352,Neha,33.0,628.65,2023-12-08,North,4.1
CUST1353,Amit,26.0,476.01,2023-11-12,East,3.2
CUST1354,Neha,29.0,497.15,2025-08-09,West,4.9
CUST1355,Priya,58.0,349.62,2024-09-07,South,1.3
CUST1356,Rahul,20.0,497.22,2024-07-26,South,1.2
CUST1357,Rahul,20.0,456.7,2023-02-13,East,3.1
CUST1358,Rahul,48.0,548.41,2025-01-17,North,4.0
CUST1359,Rahul,36.0,375.92,2023-01-27,,4.5
CUST1360,Amit,unknown,577.9,2023-11-11,East,2.7
CUST1361,Sneha,65.0,729.91,2024-03-30,West,2.4
CUST1362,Neha,49.0,483.69,2023-01-18,West,2.5
CUST1363,Amit,35.0,560.26,2024-11-29,West,1.3
CUST1364,Vikram,29.0,603.52,2025-05-18,East,2.3
CUST1365,Neha,,439.82,2022-06-13,East,
CUST1366,Sneha,63.0,533.61,2025-05-19,South,3.8
CUST1367,Amit,46.0,501.89,2023-12-21,East,3.5
CUST1368,Neha,35.0,514.65,2024-06-09,North,1.3
CUST1369,Rahul,43.0,384.05,2025-07-29,South,4.8
CUST1370,Neha,56.0,503.68,2022-10-20,West,1.1
CUST1371,Neha,33.0,574.7,2022-05-18,East,2.4
CUST1372,Vikram,20.0,717.67,2025-03-07,South,3.7
CUST1373,Sneha,unknown,643.89,2024-01-30,North,3.3
CUST1374,Sneha,41.0,822.98,2024-12-20,East,3.6
CUST1375,Amit,25.0,384.9,2023-05-27,South,3.0
CUST1376,Amit,53.0,error,2024-03-03,East,4.1
CUST1377,Vikram,31.0,527.5,2024-07-02,East,3.8
CUST1378,Amit,30.0,828.47,2024-10-02,South,4.4
CUST1379,Neha,29.0,378.76,2024-07-14,West,5.0
CUST1380,Neha,38.0,374.04,2025-10-28,East,3.8
CUST1381,Rahul,unknown,410.09,2025-01-31,East,4.4
CUST1382,Rahul,29.0,181.42,2025-07-30,South,1.5
CUST1383,Priya,26.0,error,2023-02-16,West,1.1
CUST1384,Rahul,54.0,386.13,2025-02-08,West,4.2
CUST1385,Vikram,26.0,522.56,2025-02-03,North,1.3
CUST1386,Neha,63.0,551.26,2024-03-26,West,3.1
CUST1387,Amit,,,2024-04-18,South,4.9
CUST1388,Sneha,22.0,642.56,2025-08-08,West,3.7
CUST1389,Vikram,26.0,413.46,2023-12-07,South,4.1
CUST1390,Vikram,45.0,365.24,2022-09-22,North,4.3
CUST1391,Rahul,27.0,573.79,2024-11-27,South,1.6
CUST1392,Vikram,unknown,301.97,2023-04-07,East,4.4
CUST1393,Neha,30.0,774.72,2023-05-29,East,
CUST1394,Vikram,57.0,676.92,2023-09-13,North,3.0
CUST1395,Vikram,55.0,429.62,2022-12-12,South,1.7
CUST1396,Vikram,unknown,243.03,2025-07-02,East,4.4
CUST1397,Amit,20.0,703.08,2025-02-28,North,1.2
CUST1398,Rahul,54.0,482.82,2025-08-06,South,4.1
CUST1399,Neha,57.0,685.67,2024-05-03,North,3.0
CUST1400,Rahul,52.0,260.84,2025-07-08,East,2.9
CUST1401,Sneha,37.0,410.09,2024-04-11,North,3.8
CUST1402,Sneha,46.0,29233,2022-11-20,West,2.9
CUST1403,Priya,56.0,507.05,2023-11-28,East,4.4
CUST1404,Rahul,64.0,432.49,2023-10-16,West,1.5
CUST1405,Vikram,,593.43,2024-01-29,North,2.3
CUST1406,Rahul,25.0,339.86,2024-08-13,West,2.0
CUST1407,Rahul,21.0,478.64,2022-07-18,West,4.5
CUST1408,Priya,33.0,518.04,2024-05-06,East,4.7
CUST1409,Priya,30.0,577.17,2023-10-03,West,5.0
CUST1410,Rahul,49.0,606.74,2024-08-14,West,1.1
CUST1411,Sneha,50.0,,2024-03-16,South,1.9
CUST1412,Amit,21.0,269.88,2023-12-24,,3.0
CUST1413,Sneha,61.0,691.65,2025-09-01,,3.1
CUST1414,Priya,45.0,549.85,2022-08-09,East,3.9
CUST1415,Amit,41.0,387.73,2024-04-05,,1.2
CUST1416,Rahul,30.0,732.67,2025-02-24,,1.3
CUST1417,Vikram,46.0,517.35,2024-10-29,East,4.3
CUST1418,Vikram,61.0,676.89,2025-06-30,North,1.5
CUST1419,Rahul,43.0,510.13,2022-07-18,East,3.2
CUST1420,Priya,27.0,809.11,2024-01-19,West,3.0
CUST1421,Priya,20.0,763.3,2022-04-03,East,4.2
CUST1422,Priya,47.0,error,2024-11-29,South,2.3
CUST1423,Priya,38.0,645.74,2025-06-09,West,5.0
CUST1424,Rahul,55.0,596.81,2023-09-05,West,3.8
CUST1425,Amit,,705.29,2023-09-06,East,2.3
CUST1426,Vikram,44.0,355.26,2022-08-13,East,4.2
CUST1427,Vikram,19.0,602.91,2025-07-12,West,2.1
CUST1428,Vikram,55.0,658.76,2025-09-04,South,
CUST1429,Priya,48.0,236.19,2025-04-10,West,1.6
CUST1430,Amit,33.0,322.51,2025-10-26,North,1.8
CUST1431,Sneha,,194.12,2024-06-22,South,2.7
CUST1432,Vikram,44.0,459.59,2023-02-22,West,4.5
CUST1433,Priya,63.0,607.63,2022-05-08,South,3.2
CUST1434,Vikram,48.0,725.35,2025-09-18,West,2.3
CUST1435,Vikram,47.0,511.11,2022-12-21,East,3.2
CUST1436,Neha,64.0,744.29,2025-10-16,East,
CUST1437,Rahul,33.0,292.98,2023-01-29,East,1.9
CUST1438,Neha,36.0,244.49,2023-09-02,South,3.8
CUST1439,Sneha,38.0,491.67,2024-09-28,East,3.2
CUST1440,Amit,36.0,557.61,2023-07-15,West,4.6
CUST1441,Priya,40.0,495.1,2024-03-19,East,1.2
CUST1442,Sneha,40.0,189.88,2022-06-11,East,4.0
CUST1443,Vikram,30.0,,2023-03-15,East,4.7
CUST1444,Amit,26.0,304.33,2023-07-11,South,2.0
CUST1445,Priya,51.0,600.45,2025-10-03,South,1.2
CUST1446,Neha,39.0,554.99,2024-04-26,West,1.4
CUST1447,Vikram,18.0,359.02,2022-10-09,South,2.6
